word,aoa_mean,aoa_sd
antiserum,13.8,3.21
antislavery,11.06,2.18
antisocial,11.47,1.93
antispasmodic,16,2.19
antitank,13.8,4.57
antithesis,13.38,3.01
antithetical,14.9,1.6
antitoxin,13.57,3.61
antitrust,14.88,3.95
antivenin,13.79,2.46
antiviral,15.11,3.36
antivirus,13.24,3.02
antivivisection,16.11,4.01
antivivisectionist,15,2.55
antiwar,12.42,3.36
antler,6.39,1.97
antsy,9.06,4.4
anus,11.17,2.53
anvil,10.79,4.64
anxiety,8.17,2.75
anxious,10.21,2.53
any,6,1.96
anybody,5.11,1.93
anyhow,7.75,2.07
anyone,5.36,1.86
anything,6.12,2.24
anytime,5.89,2.47
anyway,6.31,1.94
aorta,13.06,3.75
aortal,13.85,3.41
aortic,13.12,3.63
apache,10.5,3.48
apart,6.64,1.64
apartheid,15.44,3.61
apartment,7.8,2.78
apartments,6.56,2.04
apartness,9.83,4.19
apathetic,14.6,4.41
apathy,14.21,3.22
apatite,12.38,3.96
ape,5.89,2.64
apelike,9.53,2.74
aperitif,15.22,4.58
aperture,14.92,3.62
apex,12.58,2.19
aphasia,16.62,4.37
aphasic,14.71,2.14
aphid,10.7,5.03
aphis,16.6,6.43
aphorism,16.2,1.92
aphrodisiac,13.32,2.73
apiary,15.31,4.73
apish,12.56,3.61
aplenty,13.25,3.62
aplomb,14.73,4.17
apnea,15.62,4.19
apocalypse,12.78,3.46
apogee,17,2.92
apolitical,17.19,3.19
apollonian,15.36,2.73
apologetic,9.8,3.33
apologia,14,5.1
apologist,12.36,3.59
apologize,5.67,2.91
apology,5.56,2.01
apoplectic,14.88,2.1
apoplexy,15.5,4.14
apostate,12.58,3.68
apostle,9.5,3.33
apostolate,16.8,4.85
apostrophe,8.39,1.85
apothecary,14.47,4.05
apothegm,15.5,0.71
apotheosis,15.64,3.43
app,18.33,7.05
appalled,11.53,3.87
appalling,12.21,2.95
appaloosa,11.71,3.63
apparatchik,15.83,3.87
apparatus,10.9,2.2
apparel,10.8,2.38
apparent,10.25,2.57
apparition,11.94,4.13
appeal,10.21,3.57
appear,6.67,3.01
appearance,8.83,2.55
appease,11.78,2.71
appeasement,13.11,4.25
appeaser,13.07,3.24
appellant,14.2,5.41
appellate,13.5,4.64
appellation,16.2,2.62
append,13.29,3.35
appendage,11.58,3.59
appendectomy,11.93,3.85
appendicitis,12,3.91
appendix,10.56,3.28
apperception,13.8,5.03
appetite,8.83,3.84
appetizer,9.06,2.8
appetizing,10.74,2.75
applaud,7.1,2.25
applause,6.2,2.26
apple,4.15,1.81
applecart,8.75,3.02
applejack,7.41,3.24
applesauce,4.32,2.81
appliance,8.78,3.44
applicability,14.63,3.74
applicable,13.37,3.82
applicant,11.78,3.02
application,9.39,3.09
applicator,10.74,3.65
apply,9.21,2.84
appoint,10.29,2.97
appointee,13.53,2.22
appointment,7.53,3.04
appraisal,12.94,3.73
appraise,14.52,3.33
appraiser,13.05,3.67
appreciable,10.17,2.68
appreciate,8.8,3.19
appreciation,8.5,3.01
appreciative,9.94,4.04
appreciator,11.78,2.62
apprehend,11.47,3.15
apprehensibility,14.16,2.99
apprehension,11.25,2.61
apprehensive,11.45,3.05
apprentice,10.58,2.69
apprenticeship,14.4,3.5
apprise,14.31,2.25
approach,8.5,2.21
approachable,10,3.9
approbation,15.23,3.03
appropriate,9.16,4.8
appropriateness,10.44,3.11
appropriation,12.94,3.17
approval,7.95,2.27
approve,7.89,1.88
approximate,10.7,3.69
approximation,12.56,3.82
apricot,6.15,1.9
apriority,14.33,1.66
apron,6.75,2.24
apse,12.74,3.71
apt,12.5,4.18
aptitude,12.39,2.23
aqualung,14.79,3.04
aquamarine,9.94,3
aquaplane,13.54,3.26
aquarium,6.84,1.86
aquatic,9.44,3.11
aquatics,9.39,3.03
aquavit,14.8,3.42
aqueduct,11.61,2.91
aqueous,11.75,2.38
aquifer,13.33,2.99
arabesque,13,2.83
arable,13,5.78
arachnid,11.88,4.94
arachnophobia,12.35,4.92
aragonite,14.71,3.35
arbiter,16.42,3.45
arbitrage,17.1,3.48
arbitrary,14.06,4.81
arbitrate,14.74,3.51
arbitration,14.25,4.24
arbitrator,14.37,3.09
arbor,11.03,4.58
arboreal,14.42,5.7
arboretum,13.56,3.76
arborist,13.5,4.12
arc,9.42,3.52
arcade,7.79,2.84
arcane,14.93,2.84
arch,8.26,3.11
archaeological,9.44,2.45
archaeologist,9.68,2.4
archaeology,10,2.89
archaeopteryx,14,2.94
archaic,14.5,3.33
archaism,15.42,2.31
archangel,11.53,4.33
archbishop,10.45,3.89
archdeacon,15.23,4.11
archdiocese,11.94,3.15
archduchess,13.09,2.66
archduke,11.59,3.99
arched,9.89,4.57
archenemy,11.28,3.71
archer,9.23,2.91
archery,9.06,3.04
archetypal,16.29,2.76
archetype,13.87,2.88
archiepiscopal,16,4.93
archimandrite,18.33,2.89
archipelago,13.18,3.73
architect,10.12,2.74
architectonic,14.14,4.34
architectural,12.25,2.2
architecture,10.06,2.96
architrave,21,NA
archival,11.2,3.32
archive,12.95,3.24
archives,10.88,3.33
archivist,13.79,3.17
archon,18.17,2.56
archway,10.06,3.15
arcsine,13.9,1.79
arctic,7.79,1.87
ardency,16.6,4.01
ardent,13.27,2.94
ardor,13.82,3.43
arduous,13.92,1.93
area,6.58,2.32
areal,14.2,2.95
arena,9.57,2.25
areola,13.31,3.05
argent,13.7,2.36
argentine,13.31,3.88
argillaceous,15,7
argon,15.19,3.69
argosy,13.33,3.17
argot,15.8,4.18
argue,4.61,1.54
argument,7.55,2.93
argumentative,11.5,2.5
aria,13.75,2.45
arid,11.38,4.12
aridity,12.87,3.6
arioso,15.14,4.49
arise,6.89,2.92
aristocracy,11,2.26
aristocrat,11.88,4.37
aristocratic,12.06,2.98
arithmetic,7.16,3.1
arithmetical,11,3.76
ark,7.17,3.33
arm,3.26,1.56
armada,13.53,3.52
armadillo,8.61,2.26
Armageddon,11.83,3.24
armament,13.73,2.09
armature,14.3,3.65
armband,10,2.73
armchair,6.56,2.31
armed,8.72,3.61
armful,9.61,3.18
armistice,14,4.97
armless,8.68,3.02
armload,9,2.92
armoire,12.37,4.42
armor,7.17,3.13
armored,9.5,2.79
armorial,15.25,4.11
armory,11,3.18
armpit,6,2.18
armrest,6.56,2.43
arms,3.74,2.14
army,7.15,2.08
aroma,9.47,2.65
aromatherapy,15.09,4.2
aromatic,11.05,2.9
around,5.94,2.28
arousal,12.94,3.81
arouse,12.63,2.24
arpeggio,13.85,4.18
arraign,12.38,3.36
arraignment,16.44,2.77
arrange,8.28,2.49
arrangement,9.89,3.23
arranger,12.44,3.31
arrant,11.5,3.3
array,10.79,3.39
arrears,16.62,3.55
arrest,7.47,2.46
arrestee,12.06,2.79
arrestment,10.94,2.59
arrhythmia,16.27,2.84
arrhythmic,13.81,2.9
arrival,8.06,2.24
arrive,6.26,1.85
arrogance,11.72,3.18
arrogant,9.95,2.37
arrow,6.07,2.13
arrowroot,12,3.92
arsenal,11.79,2.15
arsenic,11.83,2.64
arsenical,14.64,2.53
arsine,14.17,4.06
arson,11.2,2.35
arsonist,11.45,3
art,6.21,2.32
arterial,14.5,2.83
arteriogram,17.12,3.87
arteriosclerosis,16.6,3.94
artery,13.06,4.01
artful,9.56,3.48
arthritic,12.3,3.63
arthritis,11.67,2.59
arthropod,12.93,3.34
arthroscopic,15.14,3.39
artichoke,10,3.06
article,8.61,1.79
articular,13.44,1.59
articulate,13,3.71
articulation,12.63,2.77
artifact,10.33,3.16
artifice,12.75,4.28
artificial,10.16,2.99
artificiality,11.84,4.23
artillery,10.68,2.16
artilleryman,13,3.04
artisan,12.95,2.58
artist,6.78,2.29
artiste,12.29,3.82
artistic,9.17,3.47
artistry,10.58,3.76
artless,13.82,3.05
arts,5.97,2.25
artsy,10.76,3.31
artwork,7.32,2.19
arty,9.57,4.03
arugula,16.75,4.23
as,6.1,2.3
asbestos,13.95,4.14
ascend,10.67,2.99
ascendancy,16,2.73
ascendant,13.69,3.74
ascending,10.84,3
ascension,12.71,3.15
ascent,10.74,2.9
ascertain,12.68,3.86
ascertainable,15.6,2.77
ascetic,14.43,3.2
ascorbic,12.57,4.22
ascribe,15.28,4.68
aseptic,14.07,5.18
asexual,16,3.68
ash,6.63,2.54
ashamed,7.11,3.7
ashcan,10.67,2.89
ashen,12.5,3.94
ashes,7.06,1.88
ashore,9.07,3.08
ashram,16.64,2.69
ashtray,5.95,2.2
ashy,8.61,3.43
aside,7.89,2.64
asinine,12.71,3.85
asininity,16.43,2.64
ask,2.89,1.37
asker,7.94,2.62
askew,11,2.85
asleep,4.47,1.68
asp,10.69,3.16
asparagus,6.79,3.85
aspect,10.35,2.37
aspen,10.04,4.2
asperse,14.22,3.27
aspersion,14.4,5.79
asphalt,8.89,2.88
asphyxia,14.07,2.55
asphyxiate,13.06,4.01
asphyxiation,15.12,2.6
aspic,16.33,3.52
aspidistra,18,1.63
aspirant,12.81,3.64
aspirate,14.41,2.45
aspiration,11.47,3.34
aspire,11.83,3.79
aspirin,7.95,2.39
aspiring,11,2.94
ass,7.84,3.11
assail,12.24,2.31
assailable,13.21,3.04
assailant,12.44,2.43
assassin,11.28,2.3
assassinate,10.11,2.62
assassination,9.05,2.34
assassinator,11.05,3.5
assault,10.21,2.59
assaultive,14.94,2.86
assay,15,3.3
assegai,18.25,6.24
assemblage,14.29,2.76
assemble,8.72,2.19
assembly,6.94,1.76
assemblyman,12.89,2.87
assent,11.29,1.94
assert,10.83,2.71
assertion,12.24,4.42
assertive,10.44,2.64
assertiveness,11.35,2.58
assess,11.37,3.65
assessment,11.95,2.39
assessor,14.79,3.29
asset,11.79,2.9
asshole,9.52,3.7
assiduity,16.5,1.38
assiduous,13.21,2.49
assign,8.56,1.69
assignation,12.93,3.77
assignment,7,2.56
assimilate,12.95,3.03
assimilation,15.07,3.79
assist,8.75,2.49
assistance,8.84,2.65
assistant,8.61,1.97
associate,10.83,2.98
association,10.76,3.6
associative,13.95,2.99
assorted,9.32,2.75
assortment,8.72,1.81
assuage,15.18,3.12
assume,8.21,2.15
assumption,10.2,2.76
assurance,12.33,3.45
assure,12.06,3.78
assuredness,12.94,2.73
aster,13,5.19
asterisk,11.94,2.44
asteroid,8.6,2.46
asthma,10.39,3.07
asthmatic,8.72,2.35
astigmatism,13.53,5.4
astonish,12.21,3.33
astonished,10.58,2.5
astonishing,9.11,2.54
astonishment,10.11,3.18
astound,12.41,2.6
astounded,11.4,2.89
astraddle,12.62,3.42
astral,13.2,3.23
astray,10.3,3.66
astringent,13.89,3.25
astrobiology,16.38,2.42
astrodome,12.69,4.16
astrolabe,13.51,3.24
astrologer,11.06,2.71
astrological,10,2.73
astrologist,11.41,2.65
astrology,9.53,2.52
astronaut,6.28,2.44
astronautics,12.07,2.87
astronomer,9.85,3.72
astronomic,12.47,3.13
astronomical,12.5,2.57
astronomy,9,2.43
astrophysical,14.16,2.54
astrophysicist,13.06,4.09
astrophysics,13.3,3.11
astute,14.69,3.77
astuteness,13,3.43
asylum,13.1,2.31
asymmetric,12.28,2.99
asymmetrical,12.11,3.82
asymmetry,11.68,2.93
asymptomatic,13.73,3.39
at,4.04,1.37
atavism,16.15,2.79
atavistic,17.4,3.05
atelier,15,2.52
atheism,12.69,2.8
atheist,12.18,3.46
atheistic,15.4,3.54
atheneum,14.33,0.58
athlete,7.11,2.73
athletic,8.55,2.37
athleticism,10.05,2.74
athletics,8.35,2.3
atilt,12.25,1.89
atlas,7.9,2.13
atmosphere,9.79,2.02
atmospheric,10.11,2.93
atoll,14.65,4.24
atom,9.68,3.2
atomic,10.16,3.17
atomize,13.24,3.15
atomizer,12.81,3.75
atonal,12.82,3.66
atonality,16.5,3.14
atone,12.12,4.54
atonement,11.79,4.93
atrabilious,17.5,5.26
atremble,11,2.52
atrium,12,2.69
atrocious,11.95,2.37
atrocity,13.39,3.84
atrophy,15.5,4
atropine,15.78,6.4
attach,6.39,3.38
attache,14.31,2.96
attachment,10.11,3.8
attack,6.58,2.32
attacker,6.5,1.96
attain,10.84,3.91
attainability,13.7,2.58
attainable,9.45,2.14
attainment,13.8,3.47
attar,17,2.65
attempt,7.7,2.32
attempted,8.7,2.52
attend,7.72,2.49
attendance,7.11,1.6
attendant,9.79,3.55
attendee,11.42,3.85
attention,6.78,2.02
attentive,9.37,2.54
attentiveness,12.1,4.29
attenuate,16.12,2.53
attenuation,14.5,3.61
attest,14,3.85
attic,5.15,1.46
attire,11.22,3
attitude,6.78,3.04
attitudinal,14.75,3.79
attorney,10.95,4.7
attract,8.78,2.32
attraction,9.61,2.23
attractive,8.58,3.17
attractiveness,10.05,2.97
attractor,10.87,3.42
attributable,14.69,3.7
attribute,12.67,3.14
attribution,11.14,3.54
attributive,13.94,3.72
attrition,14.07,3.24
attune,11.44,3.81
attunement,15,2.62
atypical,12.94,3.57
auburn,10.68,3.43
auction,10.67,4.42
auctioneer,9.16,2.89
audacious,14.33,3.65
audacity,13,2.4
audible,11.05,2.56
audience,7,1.72
audio,9.32,4.08
audiologist,13.74,3.84
audiology,16,4
audiophile,15.06,4.15
audiotape,9.94,3.62
audiovisual,11.44,2.19
audit,13.5,3.47
audition,8.36,2.22
auditor,14.74,2.6
auditorium,6.94,2.69
auditory,12.79,3.21
auger,13.64,5.31
augment,14,3.2
augmentation,14.17,2.85
augur,15.27,3.64
augury,16.22,4.52
august,5.65,2.05
aunt,3.8,1.61
auntie,4.74,2.28
aura,11.67,2.57
aural,15.41,3.39
aureole,14.31,4.44
auricle,15.64,4.5
auricular,13.67,4.42
auriferous,17,2.16
aurora,12.7,3.3
auscultation,16.22,3.67
auspices,14.89,3.62
auspicious,13.93,4.23
austere,13.77,3.03
austerity,16.79,5.09
austral,14.09,5.13
australopithecine,12.83,3.19
auteur,15,4.39
authentic,8.42,2.14
authenticate,12.42,3.85
authentication,12.56,3.48
authenticator,13.72,4
authenticity,12.11,2.97
author,7.1,2.43
authoress,13.19,3.67
authorial,15.5,4.12
authoritarian,12.95,3.42
authoritarianism,13.44,3.95
authoritative,11.72,3.2
authority,7.5,2.79
authorization,11.11,3.62
authorize,9.84,3.1
authorship,10.59,3.16
autism,14.21,4.55
autistic,14.35,3.22
auto,7.22,3.41
autobiographer,9.95,2.8
autobiographical,9.33,2.35
autobiography,9.83,2.28
autobus,11.29,3.17
autoclave,15.64,3.89
autocracy,13.29,3.79
autocrat,13.67,4.82
autocratic,14.35,2.91
autodidactic,15.69,3.4
autoerotic,15.36,4.23
autogenesis,14.29,2.56
autogiro,15.86,1.35
autograph,6.89,2.54
autographed,6.94,2.01
autohypnosis,16.7,4.55
autoimmune,13.05,3.61
autolysis,14.7,2.26
automaker,11.41,3.78
automat,10.75,3.98
automate,11.76,3.17
automated,11.11,3.34
automatic,9,3.11
automation,12.06,3.19
automatism,14,2.53
automaton,14.4,2.39
automobile,7.11,3.01
automotive,7.89,2.08
autonomic,13.47,2.92
autonomous,12.59,3.28
autonomy,13.82,2.46
autopilot,10.39,3.82
autopsy,11.71,3.7
autosuggestion,16.73,4.32
autumn,6,1.41
autumnal,13.06,2.64
auxiliary,14,3.61
avail,12.11,3.2
availability,9,3.22
available,8.5,2.12
avalanche,9.6,2.01
avarice,13.55,3.59
avaricious,16,4.24
avariciousness,15.42,2.35
avast,13.5,3.09
avatar,13.46,4.46
ave,10.27,3.99
avenge,10.68,2.75
avenger,10.62,2.55
avenging,11.32,2.85
avenue,7,2.26
aver,12,3.57
average,8.9,3.48
averse,13.74,3.31
aversion,11.94,3.4
avert,10.71,4.16
avian,12.36,4.03
aviary,12,2.63
aviation,10.32,3.33
aviator,8.95,3.03
aviatrix,12.67,4.97
avid,11.11,2.17
avionics,14.31,3.92
avocado,9.29,3.65
avocation,15.88,2.57
avoid,8.5,2.95
avoidable,9.22,1.73
avoidance,11.68,2.87
avoidant,12.43,3.8
avoider,10.33,3.48
avouch,16.12,2.85
avow,13.67,3.79
avowal,13.17,4.19
avulsion,15.88,4.94
avuncular,15,3.16
await,9,2.97
awake,4.67,1.33
awaken,7.17,2.6
awakener,11.76,2.61
awakening,10.89,3.14
award,7.5,1.82
aware,6.75,2.69
awareness,9.3,2
awash,11.4,2.47
away,5.07,3.33
awe,9.06,3.87
awed,10.41,3.14
aweigh,13.36,4.01
aweless,10.38,3.55
awesome,7.33,3.24
awesomeness,10.95,3.7
awestruck,10.28,2.56
awful,6.26,2.51
awfulness,9.67,3.73
awhile,7.12,1.93
awkward,8.58,3.66
awkwardness,9.89,2.32
awl,10.75,4.16
awn,10.86,4.18
awning,11.06,4.02
awry,11.6,4.15
ax,6.32,1.73
axe,6.11,1.49
axial,11.62,3.3
axiom,16.25,5.07
axiomatic,12.5,5.89
axis,12.1,2.71
axle,10.85,4.5
axon,14.07,4.51
axonal,13.83,3.43
ayatollah,15.47,3.89
aye,9.69,3.78
azalea,13,5.39
azimuth,15.67,2.89
azure,12.54,3.57
babble,7.17,3.07
babe,6.61,3.11
baboon,9.11,2.81
babushka,13.09,3.73
baby,3.84,2.01
babycarriage,5.52,2.21
babyhood,7.85,1.42
babyish,6.84,2.48
babysit,5.89,2.23
babysitter,5.86,2.48
baccalaureate,15.15,2.52
baccarat,13.75,3.39
bacchanal,17.18,3.84
bacchanalia,15.4,3.65
bachelor,12,3.09
bachelorette,13.26,2.81
bachelorhood,13.37,2.63
bacillary,18,0.82
bacillus,13.33,4.36
back,5.31,2.35
backache,7.89,2.49
backbeat,12.58,2.35
backbencher,15,2.74
backbend,9.44,2.85
backbiter,11.5,3.32
backbiting,13.28,2.49
backboard,8.63,3.32
backbone,6.95,2.48
backbreaker,11.55,3.12
backchat,10.38,4.27
backcountry,9.29,2.54
backcourt,11.5,1.68
backdoor,6.11,2.89
backdrop,9.78,3.66
backer,13.1,3.83
backfield,11.47,4.49
backfire,10.47,3.99
backflow,14,3.97
backgammon,10,3.74
background,8.67,2.81
backgrounder,11.07,5.12
backhand,8.67,3.65
backhanded,10,2.4
backhoe,8.68,3.86
backlash,10.44,3.68
backless,11.78,3.93
backlit,13.17,4.64
backlog,12.43,3.7
backpack,5.38,1.94
backpacker,10.37,4.5
backpedal,11,4.88
backplane,12,3.55
backrest,8.35,2.85
backroom,9.95,3.24
backscatter,15.58,4.19
backscratcher,6.63,1.74
backseat,5.11,2.11
backside,5.61,2.95
backslapper,10.9,2.07
backslash,12.59,4.24
backslid,11.26,3.3
backslide,13.05,3.52
backspin,11.87,2.97
backstab,10.47,1.94
backstabber,10.44,2.59
backstage,9.24,3.38
backstairs,9.17,3.88
backstop,9.57,4.13
backstreet,11.11,2.93
backstretch,11.28,4.39
backstroke,8.65,2.16
backswing,11.67,3.6
backtalk,7.89,3.25
backtrack,11.75,3.06
backup,11.11,3.38
backward,5.76,1.69
backwardness,7.47,2.65
backwards,5.98,1.8
backwash,9.26,3.69
backwater,12.78,3.83
backwoods,10.26,4.34
backyard,3.38,1.88
bacon,5,1.91
bacteria,9.28,2.8
bacterial,10.55,3.09
bacteriological,13.94,2.08
bacterium,12.62,2.19
bad,2.79,1.27
badass,12.14,3.73
baddie,8.62,5.47
baddy,9,5
badge,6.11,1.81
badger,8.74,2.64
badinage,14.5,4.93
badly,6.58,3.31
badminton,10.94,4.01
badmouth,8.25,2.69
badness,5.61,2.33
baffle,10.28,2.76
baffling,11.26,1.91
bag,4.28,1.56
bagatelle,13.43,3.21
bagel,8.9,3.77
bagful,5.75,2.14
baggage,7.52,2.36
baggie,7.06,3.06
baggy,6.83,2.81
bagman,11.93,5.03
bagpipe,9.33,2.61
bagpiper,8.95,4.36
baguette,13.75,4.96
bail,10.16,5.04
bailer,12.11,4.21
bailiff,11.94,3.56
bailiwick,14.33,3.39
bairn,12,2
bait,7.11,2.08
baits,7.78,2.41
bake,5.5,2.53
baker,6.04,2.26
bakery,7.16,2.67
bakeshop,8.74,2.77
baklava,15.69,4.19
balaclava,14.8,4.44
balalaika,16.25,3.1
balance,9.89,3.25
balanced,8.08,1.64
balancer,8.47,2.97
balcony,8.1,2.17
bald,7.26,3.35
baldachin,17.5,2.12
baldhead,6.17,1.82
balding,8.39,3.88
baldness,6.55,2.93
baldy,8.5,2.73
bale,8.2,2.5
baleen,14.8,4.94
baleful,13.29,3.6
baler,11.5,3.34
balk,12.93,4.5
ball,2.9,1.22
ballad,11.21,2.99
ballade,13.91,5.07
balladeer,15.75,2.43
ballast,15.24,3.88
ballerina,5.26,2.4
ballet,7.21,3.17
balletic,11.93,4.45
ballgame,5.56,1.34
ballista,17,2.38
ballistic,15.58,4.07
ballistics,13,2.67
balloon,4.37,1.95
balloonist,9.94,3.88
ballot,8.83,3.54
balloting,11.71,3.06
ballpark,5.24,1.92
ballplayer,7.42,2.43
ballpoint,8.38,2.69
ballroom,7.37,3.15
ballsy,10.59,2.6
ballyhoo,11.4,4.14
balm,10.28,5.27
balmy,10.89,3.76
balsa,12,3.28
balsam,14.43,4.89
balsamic,14.94,3.82
balsawood,12.5,3.94
bam,5.5,2.85
bamboo,9.28,3.03
bamboozle,14.38,3.34
bamboozled,11.17,3.42
ban,10.11,3.56
banal,16.54,2.15
banality,11.86,4.35
banana,3.78,1.17
band,6.16,2.54
bandage,5.94,2.88
bandaid,4.6,3.21
bandanna,8.59,1.7
bandbox,11.45,2.16
bandicoot,13.42,6.2
bandit,8.15,2.72
banditry,13.53,4.05
banditti,16.5,2.12
bandleader,10.28,2.42
bandmaster,11.95,2.68
bandoleer,13.67,5.12
bandstand,9,3.27
bandwagon,11.05,2.15
bandwidth,14.94,4.12
bandy,12.45,2.91
bane,9.6,2.92
baneful,13.3,3.56
bang,5.74,2.88
banger,11.07,4.01
bangle,8.65,3.35
bangtail,9.67,4.37
banish,9.89,2.9
banishment,10.5,3.09
banister,10,3.96
banjo,8.44,3.13
bank,6.44,2.41
bankable,12.81,4.4
bankbook,11.47,3.6
banker,6.89,3.16
banking,9,1.78
banknote,12.18,3.54
bankroll,11.06,3.98
bankrupt,11.33,3.22
bankruptcy,11.11,3.4
banner,9.17,2.96
bannister,8.44,3.94
bannock,17.43,4.61
banns,12.15,3.21
banquet,8.35,1.73
banquette,10.06,4.53
banshee,12.06,3.28
bantam,14.22,2.49
bantamweight,15.89,4.26
banter,11.25,2.46
bantling,2,NA
banyan,10.75,4.65
banzai,12.85,3.02
baobab,15.33,1.53
bap,11.75,3.39
baptism,6.58,3.67
baptismal,9.19,3.43
baptize,6.67,2.68
baptizer,9.67,3.11
bar,6.9,2.62
barb,9.88,3.62
barbarian,9.76,3.68
barbaric,11.84,3.35
barbarism,11.61,3.63
barbarity,13.06,2.99
barbarous,12.71,3.02
barbecue,7.83,4.49
barbed,10,3.5
barbedwire,8.4,1.57
barbell,11.17,2.94
barber,6.68,1.42
barbershop,6.89,2.47
barbet,13.17,6.11
barbican,13.12,4.39
barbiturate,14.5,2.66
barbwire,7.21,1.78
bard,12.86,3.03
bare,5.78,2.86
barebacked,12.12,4.26
barefaced,10.89,3.67
barefoot,5.25,2.4
barefooted,5.37,1.92
barely,7.22,1.33
barf,7.78,4.58
bargain,8.72,2.42
bargainer,11.79,3.07
bargaining,10.33,3.25
barge,9.28,3.37
barista,17.4,4.48
barite,14,3.12
baritone,11.21,2.55
barium,14.33,3.85
bark,5.17,1.76
barkeep,14.37,3.67
barkeeper,11.29,3.79
barley,9.8,3.38
barleycorn,12.57,3.57
barmaid,12.47,4.97
barman,13.33,4.8
barmy,12.75,4.57
barn,4.5,1.62
barnacle,11.6,4.44
barnstorm,12.75,4.5
barnstormer,12.33,3.08
barnyard,5.38,4.07
barometer,11.89,3.07
barometric,12.18,2.74
baron,11.59,3.99
baroness,12.28,3.27
baronet,11.47,3.31
baronial,12.25,5.01
barony,13.82,3.89
baroque,13.54,3.33
barouche,14.89,2.2
barrack,10.83,3.85
barracuda,9.89,3.87
barrage,10.19,2.74
barratry,17.17,3.49
barrel,7.72,3.92
barrelful,11.39,4.06
barrelhead,12.21,4.04
barrelhouse,15.6,4.97
barren,11.12,3.72
barrenness,11.72,3.43
barrette,6.71,4.5
barricade,11.18,2.38
barrier,9.11,2.62
barrister,15,3.49
barroom,13,4.3
barstool,8.05,2.39
bartend,11.37,2.99
bartender,8.9,3.11
barter,10.72,4.11
bas,9,1.41
basal,11.42,5.35
basalt,13.2,3.93
base,6.42,2.57
baseball,4.83,1.72
baseboard,10.71,3.62
baseless,13,2.12
baseline,11.61,3.7
baseman,8.75,3.55
basement,6.74,3.3
baseness,12.29,3.15
bash,8.84,2.69
basher,11.94,2.86
bashful,6.94,2.96
bashfulness,9,3.6
basic,9.14,2.83
basics,6.47,1.65
basil,10.13,4.81
basilar,16,4.32
basilica,13.93,2.96
basilisk,14.09,2.91
basin,10,3.01
basis,11.05,3.57
bask,10.95,2.41
basket,5.67,2.35
basketball,5.3,2.2
basketful,8.59,3.28
basophilic,17.86,1.95
bass,8.63,3.02
basset,11,3.26
bassinet,9.18,3.99
bassist,11.67,2.14
basso,16.8,2.77
bassoon,10.38,2.47
bastard,10.45,3.53
bastardize,12.67,2.52
baste,11,3.67
bastinado,16,3.37
bastion,15.35,4.51
bat,4.85,1.73
batboy,8.58,4.82
batch,6.74,1.85
bated,9.27,3.23
bath,3.23,1.56
bathe,5,2.11
bather,7.67,3.87
bathhouse,11.67,4.17
bathing,3.84,2.27
bathmat,5.83,2.46
bathrobe,7.9,4.69
bathroom,3,1.41
bathtub,3.22,1.35
bathwater,4.83,1.54
bathysphere,15,4.2
batik,17,2.2
baton,7.94,3.07
batsman,11.07,4.75
battalion,11.95,3.76
batten,12.92,2.56
batter,7.05,2.27
battered,10.06,3.28
battering,10.37,4
battery,5.58,2.48
battle,6.95,2.91
battleaxe,10.69,3.36
battledress,13.1,2.23
battlefield,8.25,2.88
battlefront,9.95,2.46
battleground,8.42,1.84
battlement,13,4
battlements,12.47,3.3
battler,9.55,1.81
battleship,7.58,1.5
battlewagon,10.28,2.93
batty,9.69,2.39
batwing,9,3.24
bauble,10.94,2.91
baud,13.78,3.93
bauxite,13,5.18
bawd,15,3.62
bawdy,14.38,3.01
bawl,10.62,3.63
bay,8.67,2.52
bayberry,11.64,3.8
bayonet,11,3.37
bayou,11.53,3.2
bayous,13.62,4.21
bazaar,9.89,3.36
bazooka,10.53,3.08
be,5.11,3.23
beach,4.8,1.54
beachball,4.95,1.75
beachcomber,11.56,4.26
beachfront,9.25,3.85
beachhead,12.45,4.76
beachside,9.33,3.29
beachwear,7.74,2.86
beacon,11.37,3.37
bead,5.63,1.64
beaded,8.37,3.17
beadwork,8.28,3.36
beady,10.39,4.19
beagle,7.39,3.6
beak,5.42,2.73
beaker,11.25,3.41
beam,8.78,2.9
beamer,13.26,4.82
beamish,13.31,2.56
bean,3.42,1.12
beanbag,6.11,2.45
beanery,14.29,2.89
beanie,10.72,4.88
beanpole,7,2.74
beanstalk,6.05,1.83
bear,3.58,1.68
bearable,8.58,2.78
beard,4.84,1.8
bearded,7.2,2.65
beardless,8,2.98
beardy,7.23,1.74
bearer,8.67,2.81
bearings,10.15,2.83
bearish,11.59,3.99
bearlike,6.53,2.34
bearskin,8.89,2.87
beast,5.74,2.79
beastliness,11.94,3.44
beastly,9.37,3
beat,6.15,1.66
beatable,8.83,3.49
beater,7.95,3.59
beatific,14.75,2.77
beatnik,11.71,4.78
beau,12.23,3.32
beauteous,10.58,4.38
beautician,10.11,2.96
beautification,11.2,3.55
beautiful,5.72,1.84
beautify,9.68,2.6
beauty,5.05,1.39
beaver,5.21,1.65
beaverboard,11.75,5.12
bebop,12,4.39
becalmed,12.78,4.17
because,4.44,2.08
beck,11.75,3.72
beckon,11.11,3.05
becloud,12.67,4.47
become,5.85,2.21
bed,2.89,1.41
bedbug,6.78,3.14
bedchamber,11.72,2.99
